Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status
2021-02-15,6:00 PM,7:00 PM,Columbus Blue Jackets,3,Carolina Hurricanes,7,Regulation
2021-02-15,6:00 PM,7:00 PM,Florida Panthers,6,Tampa Bay Lightning,4,Regulation
2021-02-15,6:30 PM,7:30 PM,Chicago Blackhawks,3,Detroit Red Wings,2,OT
2021-02-15,8:00 PM,9:00 PM,Winnipeg Jets,6,Edmonton Oilers,5,Regulation
2021-02-15,9:00 PM,10:00 PM,Calgary Flames,4,Vancouver Canucks,3,OT
2021-02-15,9:30 PM,10:30 PM,Anaheim Ducks,2,San Jose Sharks,3,Regulation
2021-02-16,6:00 PM,7:00 PM,New York Islanders,3,Buffalo Sabres,0,Regulation
2021-02-16,6:00 PM,7:00 PM,Washington Capitals,3,Pittsburgh Penguins,1,Regulation
2021-02-16,6:00 PM,7:00 PM,New Jersey Devils,5,New York Rangers,2,Regulation
2021-02-16,9:00 PM,10:00 PM,Colorado Avalanche,3,Vegas Golden Knights,2,Regulation
2021-02-16,9:00 PM,10:00 PM,Minnesota Wild,0,Los Angeles Kings,4,Regulation
2021-02-17,4:00 PM,5:00 PM,Florida Panthers,4,Carolina Hurricanes,3,OT
2021-02-17,6:00 PM,7:00 PM,Ottawa Senators,1,Toronto Maple Leafs,2,Regulation
2021-02-17,6:30 PM,7:30 PM,Chicago Blackhawks,2,Detroit Red Wings,0,Regulation
2021-02-17,9:00 PM,10:00 PM,Vancouver Canucks,5,Calgary Flames,1,Regulation
2021-02-17,9:00 PM,10:00 PM,Winnipeg Jets,2,Edmonton Oilers,3,Regulation
2021-02-18,6:00 PM,7:00 PM,New Jersey Devils,3,Boston Bruins,2,Regulation
2021-02-18,6:00 PM,7:00 PM,New York Rangers,3,Philadelphia Flyers,2,SO
2021-02-18,6:00 PM,7:00 PM,New York Islanders,1,Pittsburgh Penguins,4,Regulation
2021-02-18,6:00 PM,7:00 PM,Nashville Predators,0,Columbus Blue Jackets,3,Regulation
2021-02-18,6:00 PM,7:00 PM,Ottawa Senators,3,Toronto Maple Leafs,7,Regulation
2021-02-18,6:00 PM,7:00 PM,Buffalo Sabres,1,Washington Capitals,3,Regulation
2021-02-18,7:00 PM,8:00 PM,San Jose Sharks,2,St. Louis Blues,3,OT
2021-02-18,8:00 PM,9:00 PM,Los Angeles Kings,3,Arizona Coyotes,2,SO
2021-02-18,9:00 PM,10:00 PM,Minnesota Wild,3,Anaheim Ducks,1,Regulation
2021-02-19,6:00 PM,7:00 PM,Chicago Blackhawks,3,Carolina Hurricanes,5,Regulation
2021-02-19,6:00 PM,7:00 PM,Florida Panthers,7,Detroit Red Wings,2,Regulation
2021-02-19,8:00 PM,9:00 PM,Edmonton Oilers,2,Calgary Flames,1,Regulation
2021-02-19,9:00 PM,10:00 PM,Winnipeg Jets,2,Vancouver Canucks,0,Regulation
2021-02-20,11:30 AM,12:30 PM,Buffalo Sabres,3,New Jersey Devils,2,Regulation
2021-02-20,11:30 AM,12:30 PM,New York Rangers,4,Washington Capitals,1,Regulation
2021-02-20,2:00 PM,3:00 PM,Vegas Golden Knights,2,Colorado Avalanche,3,Regulation
2021-02-20,4:00 PM,5:00 PM,Florida Panthers,1,Detroit Red Wings,2,Regulation
2021-02-20,6:00 PM,7:00 PM,New York Islanders,2,Pittsburgh Penguins,3,Regulation
2021-02-20,6:00 PM,7:00 PM,Nashville Predators,4,Columbus Blue Jackets,2,Regulation
2021-02-20,6:00 PM,7:00 PM,San Jose Sharks,5,St. Louis Blues,4,Regulation
2021-02-20,6:00 PM,7:00 PM,Toronto Maple Leafs,5,Montreal Canadiens,3,Regulation
2021-02-20,6:00 PM,7:00 PM,Los Angeles Kings,4,Arizona Coyotes,2,Regulation
2021-02-20,6:00 PM,7:00 PM,Tampa Bay Lightning,0,Carolina Hurricanes,4,Regulation
2021-02-20,8:00 PM,9:00 PM,Minnesota Wild,5,Anaheim Ducks,1,Regulation
2021-02-20,9:00 PM,10:00 PM,Calgary Flames,1,Edmonton Oilers,7,Regulation
2021-02-21,1:00 PM,2:00 PM,New Jersey Devils,3,Washington Capitals,4,Regulation
2021-02-21,6:00 PM,7:00 PM,Montreal Canadiens,2,Ottawa Senators,3,OT
2021-02-21,6:30 PM,7:30 PM,Philadelphia Flyers,3,Boston Bruins,7,Regulation
2021-02-21,9:00 PM,10:00 PM,Winnipeg Jets,4,Vancouver Canucks,3,OT
2021-02-22,6:00 PM,7:00 PM,Dallas Stars,1,Florida Panthers,3,Regulation
2021-02-22,6:00 PM,7:00 PM,Tampa Bay Lightning,4,Carolina Hurricanes,2,Regulation
2021-02-22,6:00 PM,7:00 PM,Buffalo Sabres,2,New York Islanders,3,Regulation
2021-02-22,6:00 PM,7:00 PM,Calgary Flames,3,Toronto Maple Leafs,0,Regulation
2021-02-22,7:00 PM,8:00 PM,Los Angeles Kings,3,St. Louis Blues,0,Regulation
2021-02-22,8:00 PM,9:00 PM,Vegas Golden Knights,3,Colorado Avalanche,0,Regulation
2021-02-22,8:00 PM,9:00 PM,Anaheim Ducks,3,Arizona Coyotes,4,Regulation
2021-02-22,9:30 PM,10:30 PM,Minnesota Wild,6,San Jose Sharks,2,Regulation
2021-02-23,6:00 PM,7:00 PM,Buffalo Sabres,4,New Jersey Devils,1,Regulation
2021-02-23,6:00 PM,7:00 PM,Pittsburgh Penguins,3,Washington Capitals,2,OT
2021-02-23,6:00 PM,7:00 PM,Chicago Blackhawks,6,Columbus Blue Jackets,5,SO
2021-02-23,6:00 PM,7:00 PM,Montreal Canadiens,4,Ottawa Senators,5,SO
2021-02-23,6:30 PM,7:30 PM,Nashville Predators,2,Detroit Red Wings,0,Regulation
2021-02-23,9:00 PM,10:00 PM,Edmonton Oilers,4,Vancouver Canucks,3,Regulation
2021-02-24,4:00 PM,5:00 PM,Carolina Hurricanes,0,Tampa Bay Lightning,3,Regulation
2021-02-24,4:00 PM,5:00 PM,Dallas Stars,3,Florida Panthers,0,Regulation
2021-02-24,6:00 PM,7:00 PM,New York Rangers,3,Philadelphia Flyers,4,Regulation
2021-02-24,6:00 PM,7:00 PM,Calgary Flames,1,Toronto Maple Leafs,2,OT
2021-02-24,8:00 PM,9:00 PM,Minnesota Wild,6,Colorado Avalanche,2,Regulation
2021-02-24,8:00 PM,9:00 PM,Anaheim Ducks,3,Arizona Coyotes,4,SO
2021-02-24,8:30 PM,9:30 PM,Los Angeles Kings,2,St. Louis Blues,1,Regulation
2021-02-25,6:00 PM,7:00 PM,Boston Bruins,2,New York Islanders,7,Regulation
2021-02-25,6:00 PM,7:00 PM,Pittsburgh Penguins,2,Washington Capitals,5,Regulation
2021-02-25,6:00 PM,7:00 PM,Carolina Hurricanes,1,Tampa Bay Lightning,3,Regulation
2021-02-25,6:00 PM,7:00 PM,Dallas Stars,2,Florida Panthers,3,Regulation
2021-02-25,6:00 PM,7:00 PM,Chicago Blackhawks,2,Columbus Blue Jackets,0,Regulation
2021-02-25,6:00 PM,7:00 PM,Calgary Flames,1,Ottawa Senators,6,Regulation
2021-02-25,6:00 PM,7:00 PM,New Jersey Devils,4,Buffalo Sabres,3,OT
2021-02-25,6:30 PM,7:30 PM,Nashville Predators,2,Detroit Red Wings,5,Regulation
2021-02-25,7:00 PM,8:00 PM,Montreal Canadiens,3,Winnipeg Jets,6,Regulation
2021-02-25,9:00 PM,10:00 PM,Edmonton Oilers,3,Vancouver Canucks,0,Regulation
2021-02-26,6:00 PM,7:00 PM,Boston Bruins,2,New York Rangers,6,Regulation
2021-02-26,7:00 PM,8:00 PM,Los Angeles Kings,1,Minnesota Wild,3,Regulation
2021-02-26,8:00 PM,9:00 PM,Colorado Avalanche,3,Arizona Coyotes,2,Regulation
2021-02-27,12:00 PM,1:00 PM,Philadelphia Flyers,3,Buffalo Sabres,0,Regulation
2021-02-27,12:00 PM,1:00 PM,Washington Capitals,5,New Jersey Devils,2,Regulation
2021-02-27,12:00 PM,1:00 PM,Calgary Flames,6,Ottawa Senators,3,Regulation
2021-02-27,2:00 PM,3:00 PM,Columbus Blue Jackets,1,Nashville Predators,2,Regulation
2021-02-27,6:00 PM,7:00 PM,Pittsburgh Penguins,4,New York Islanders,3,OT
2021-02-27,6:00 PM,7:00 PM,Dallas Stars,0,Tampa Bay Lightning,5,Regulation
2021-02-27,6:00 PM,7:00 PM,Carolina Hurricanes,4,Florida Panthers,3,SO
2021-02-27,6:00 PM,7:00 PM,Toronto Maple Leafs,4,Edmonton Oilers,0,Regulation
2021-02-27,7:00 PM,8:00 PM,Detroit Red Wings,5,Chicago Blackhawks,3,Regulation
2021-02-27,7:00 PM,8:00 PM,Los Angeles Kings,3,Minnesota Wild,4,OT
2021-02-27,8:00 PM,9:00 PM,Colorado Avalanche,6,Arizona Coyotes,2,Regulation
2021-02-27,9:00 PM,10:00 PM,Montreal Canadiens,1,Winnipeg Jets,2,OT
2021-02-27,9:00 PM,10:00 PM,Vegas Golden Knights,3,Anaheim Ducks,2,OT
2021-02-27,9:30 PM,10:30 PM,St. Louis Blues,7,San Jose Sharks,6,Regulation
2021-02-28,11:00 AM,12:00 PM,Boston Bruins,4,New York Rangers,1,Regulation
2021-02-28,2:00 PM,3:00 PM,Philadelphia Flyers,3,Buffalo Sabres,0,Regulation
2021-02-28,2:00 PM,3:00 PM,Columbus Blue Jackets,1,Nashville Predators,3,Regulation
2021-02-28,2:00 PM,3:00 PM,Washington Capitals,3,New Jersey Devils,2,Regulation
2021-02-28,4:00 PM,5:00 PM,Pittsburgh Penguins,0,New York Islanders,2,Regulation
2021-02-28,6:00 PM,7:00 PM,Detroit Red Wings,2,Chicago Blackhawks,7,Regulation
2021-03-01,6:00 PM,7:00 PM,Carolina Hurricanes,3,Florida Panthers,2,OT
2021-03-01,6:00 PM,7:00 PM,Calgary Flames,1,Ottawa Senators,5,Regulation
2021-03-01,7:00 PM,8:00 PM,Vancouver Canucks,4,Winnipeg Jets,0,Regulation
2021-03-01,9:00 PM,10:00 PM,Toronto Maple Leafs,3,Edmonton Oilers,0,Regulation
2021-03-01,9:00 PM,10:00 PM,Minnesota Wild,4,Vegas Golden Knights,5,OT
2021-03-01,9:00 PM,10:00 PM,St. Louis Blues,5,Anaheim Ducks,4,Regulation
2021-03-01,9:30 PM,10:30 PM,Colorado Avalanche,2,San Jose Sharks,6,Regulation
2021-03-02,6:00 PM,7:00 PM,New York Islanders,2,New Jersey Devils,1,Regulation
2021-03-02,6:00 PM,7:00 PM,Buffalo Sabres,2,New York Rangers,3,Regulation
2021-03-02,6:00 PM,7:00 PM,Philadelphia Flyers,2,Pittsburgh Penguins,5,Regulation
2021-03-02,6:00 PM,7:00 PM,Detroit Red Wings,1,Columbus Blue Jackets,4,Regulation
2021-03-02,6:00 PM,7:00 PM,Ottawa Senators,1,Montreal Canadiens,3,Regulation
2021-03-02,7:00 PM,8:00 PM,Carolina Hurricanes,4,Nashville Predators,2,Regulation
2021-03-02,7:00 PM,8:00 PM,Vancouver Canucks,2,Winnipeg Jets,5,Regulation
2021-03-02,7:30 PM,8:30 PM,Tampa Bay Lightning,2,Dallas Stars,0,Regulation
2021-03-03,6:00 PM,7:00 PM,Washington Capitals,2,Boston Bruins,1,SO
2021-03-03,7:00 PM,8:00 PM,Toronto Maple Leafs,6,Edmonton Oilers,1,Regulation
2021-03-03,8:30 PM,9:30 PM,St. Louis Blues,3,Anaheim Ducks,2,Regulation
2021-03-03,9:00 PM,10:00 PM,Minnesota Wild,1,Vegas Golden Knights,5,Regulation
2021-03-03,9:00 PM,10:00 PM,Arizona Coyotes,3,Los Angeles Kings,2,Regulation
2021-03-03,9:30 PM,10:30 PM,Colorado Avalanche,4,San Jose Sharks,0,Regulation
2021-03-04,6:00 PM,7:00 PM,Buffalo Sabres,2,New York Islanders,5,Regulation
2021-03-04,6:00 PM,7:00 PM,New York Rangers,6,New Jersey Devils,1,Regulation
2021-03-04,6:00 PM,7:00 PM,Detroit Red Wings,2,Carolina Hurricanes,5,Regulation
2021-03-04,6:00 PM,7:00 PM,Philadelphia Flyers,4,Pittsburgh Penguins,3,Regulation
2021-03-04,6:00 PM,7:00 PM,Winnipeg Jets,4,Montreal Canadiens,3,OT
2021-03-04,7:00 PM,8:00 PM,Tampa Bay Lightning,3,Chicago Blackhawks,2,OT
2021-03-04,7:00 PM,8:00 PM,Florida Panthers,5,Nashville Predators,4,Regulation
2021-03-04,7:30 PM,8:30 PM,Columbus Blue Jackets,3,Dallas Stars,2,Regulation
2021-03-04,8:00 PM,9:00 PM,Ottawa Senators,3,Calgary Flames,7,Regulation
2021-03-04,9:00 PM,10:00 PM,Toronto Maple Leafs,1,Vancouver Canucks,3,Regulation
2021-03-05,6:00 PM,7:00 PM,Washington Capitals,1,Boston Bruins,5,Regulation
2021-03-05,7:00 PM,8:00 PM,Tampa Bay Lightning,3,Chicago Blackhawks,4,SO
2021-03-05,8:00 PM,9:00 PM,Anaheim Ducks,2,Colorado Avalanche,3,OT
2021-03-05,8:00 PM,9:00 PM,Minnesota Wild,5,Arizona Coyotes,1,Regulation
2021-03-05,8:00 PM,9:00 PM,St. Louis Blues,3,Los Angeles Kings,2,OT
2021-03-05,9:30 PM,10:30 PM,Vegas Golden Knights,5,San Jose Sharks,4,OT
2021-03-06,12:00 PM,1:00 PM,New York Rangers,6,New Jersey Devils,3,Regulation
2021-03-06,12:00 PM,1:00 PM,Buffalo Sabres,2,New York Islanders,5,Regulation
2021-03-06,12:00 PM,1:00 PM,Philadelphia Flyers,3,Pittsburgh Penguins,4,Regulation
2021-03-06,1:00 PM,2:00 PM,Florida Panthers,6,Nashville Predators,2,Regulation
2021-03-06,6:00 PM,7:00 PM,Winnipeg Jets,1,Montreal Canadiens,7,Regulation
2021-03-06,6:00 PM,7:00 PM,Toronto Maple Leafs,2,Vancouver Canucks,4,Regulation
2021-03-06,6:00 PM,7:00 PM,Minnesota Wild,2,Arizona Coyotes,5,Regulation
2021-03-06,7:00 PM,8:00 PM,Columbus Blue Jackets,0,Dallas Stars,5,Regulation
2021-03-06,7:00 PM,8:00 PM,Anaheim Ducks,5,Colorado Avalanche,4,OT
2021-03-06,8:00 PM,9:00 PM,St. Louis Blues,3,Los Angeles Kings,4,OT
2021-03-06,9:00 PM,10:00 PM,Calgary Flames,2,Edmonton Oilers,3,Regulation
2021-03-06,9:30 PM,10:30 PM,Vegas Golden Knights,4,San Jose Sharks,0,Regulation
2021-03-07,11:00 AM,12:00 PM,Buffalo Sabres,2,New York Islanders,5,Regulation
2021-03-07,1:30 PM,2:30 PM,Tampa Bay Lightning,6,Chicago Blackhawks,3,Regulation
2021-03-07,4:00 PM,5:00 PM,Florida Panthers,2,Carolina Hurricanes,4,Regulation
2021-03-07,4:00 PM,5:00 PM,New Jersey Devils,1,Boston Bruins,0,Regulation
2021-03-07,6:00 PM,7:00 PM,Washington Capitals,3,Philadelphia Flyers,1,Regulation
2021-03-07,6:30 PM,7:30 PM,New York Rangers,1,Pittsburgh Penguins,5,Regulation
2021-03-07,7:00 PM,8:00 PM,Nashville Predators,4,Dallas Stars,3,SO
2021-03-07,8:30 PM,9:30 PM,Ottawa Senators,4,Calgary Flames,3,SO
2021-03-08,7:00 PM,8:00 PM,Vegas Golden Knights,0,Minnesota Wild,2,Regulation
2021-03-08,8:00 PM,9:00 PM,St. Louis Blues,2,San Jose Sharks,3,OT
2021-03-08,8:00 PM,9:00 PM,Ottawa Senators,2,Edmonton Oilers,3,Regulation
2021-03-08,8:00 PM,9:00 PM,Arizona Coyotes,3,Colorado Avalanche,2,Regulation
2021-03-08,9:00 PM,10:00 PM,Montreal Canadiens,1,Vancouver Canucks,2,SO
2021-03-08,9:00 PM,10:00 PM,Los Angeles Kings,5,Anaheim Ducks,6,OT
2021-03-09,5:00 PM,6:00 PM,New York Rangers,2,Pittsburgh Penguins,4,Regulation
2021-03-09,6:00 PM,7:00 PM,Boston Bruins,1,New York Islanders,2,SO
2021-03-09,6:00 PM,7:00 PM,Buffalo Sabres,4,Philadelphia Flyers,5,SO
2021-03-09,6:00 PM,7:00 PM,New Jersey Devils,4,Washington Capitals,5,OT
2021-03-09,6:00 PM,7:00 PM,Nashville Predators,2,Carolina Hurricanes,3,OT
2021-03-09,6:00 PM,7:00 PM,Florida Panthers,4,Columbus Blue Jackets,2,Regulation
2021-03-09,6:00 PM,7:00 PM,Winnipeg Jets,4,Toronto Maple Leafs,3,Regulation
2021-03-09,6:30 PM,7:30 PM,Tampa Bay Lightning,4,Detroit Red Wings,3,OT
2021-03-09,7:30 PM,8:30 PM,Chicago Blackhawks,1,Dallas Stars,6,Regulation
2021-03-10,6:00 PM,7:00 PM,Vegas Golden Knights,3,Minnesota Wild,4,Regulation
2021-03-10,7:00 PM,8:00 PM,Ottawa Senators,1,Edmonton Oilers,7,Regulation
2021-03-10,8:00 PM,9:00 PM,Arizona Coyotes,1,Colorado Avalanche,2,OT
2021-03-10,8:30 PM,9:30 PM,Los Angeles Kings,5,Anaheim Ducks,1,Regulation
2021-03-10,10:00 PM,11:00 PM,Montreal Canadiens,5,Vancouver Canucks,1,Regulation
2021-03-11,6:00 PM,7:00 PM,New York Rangers,0,Boston Bruins,4,Regulation
2021-03-11,6:00 PM,7:00 PM,Pittsburgh Penguins,5,Buffalo Sabres,2,Regulation
2021-03-11,6:00 PM,7:00 PM,New Jersey Devils,3,New York Islanders,5,Regulation
2021-03-11,6:00 PM,7:00 PM,Washington Capitals,5,Philadelphia Flyers,3,Regulation
2021-03-11,6:00 PM,7:00 PM,Nashville Predators,1,Carolina Hurricanes,5,Regulation
2021-03-11,6:00 PM,7:00 PM,Florida Panthers,5,Columbus Blue Jackets,4,OT
2021-03-11,6:00 PM,7:00 PM,Winnipeg Jets,3,Toronto Maple Leafs,4,OT
2021-03-11,6:30 PM,7:30 PM,Tampa Bay Lightning,4,Detroit Red Wings,6,Regulation
2021-03-11,7:30 PM,8:30 PM,Chicago Blackhawks,4,Dallas Stars,2,Regulation
2021-03-11,8:00 PM,9:00 PM,Montreal Canadiens,1,Calgary Flames,2,Regulation
2021-03-12,7:00 PM,8:00 PM,Vegas Golden Knights,5,St. Louis Blues,4,OT
2021-03-12,7:00 PM,8:00 PM,Arizona Coyotes,0,Minnesota Wild,4,Regulation
2021-03-12,8:00 PM,9:00 PM,Ottawa Senators,2,Edmonton Oilers,6,Regulation
2021-03-12,8:00 PM,9:00 PM,Los Angeles Kings,0,Colorado Avalanche,2,Regulation
2021-03-12,9:00 PM,10:00 PM,San Jose Sharks,6,Anaheim Ducks,0,Regulation
2021-03-13,12:00 PM,1:00 PM,New York Rangers,4,Boston Bruins,0,Regulation
2021-03-13,4:00 PM,5:00 PM,Dallas Stars,3,Columbus Blue Jackets,4,OT
2021-03-13,6:00 PM,7:00 PM,Pittsburgh Penguins,3,Buffalo Sabres,0,Regulation
2021-03-13,6:00 PM,7:00 PM,New York Islanders,3,New Jersey Devils,2,Regulation
2021-03-13,6:00 PM,7:00 PM,Washington Capitals,5,Philadelphia Flyers,4,Regulation
2021-03-13,6:00 PM,7:00 PM,Nashville Predators,3,Tampa Bay Lightning,6,Regulation
2021-03-13,6:00 PM,7:00 PM,Chicago Blackhawks,2,Florida Panthers,4,Regulation
2021-03-13,6:00 PM,7:00 PM,Winnipeg Jets,5,Toronto Maple Leafs,2,Regulation
2021-03-13,6:00 PM,7:00 PM,Montreal Canadiens,1,Calgary Flames,3,Regulation
2021-03-13,7:00 PM,8:00 PM,Vegas Golden Knights,5,St. Louis Blues,1,Regulation
2021-03-13,9:00 PM,10:00 PM,Edmonton Oilers,1,Vancouver Canucks,2,Regulation
2021-03-13,9:00 PM,10:00 PM,San Jose Sharks,3,Anaheim Ducks,1,Regulation
2021-03-14,12:00 PM,2:00 PM,Arizona Coyotes,1,Minnesota Wild,4,Regulation
2021-03-14,3:00 PM,5:00 PM,Carolina Hurricanes,2,Detroit Red Wings,1,Regulation
2021-03-14,3:00 PM,5:00 PM,Dallas Stars,2,Columbus Blue Jackets,1,SO
2021-03-14,3:00 PM,5:00 PM,New York Islanders,3,New Jersey Devils,2,SO
2021-03-14,3:30 PM,5:30 PM,Los Angeles Kings,1,Colorado Avalanche,4,Regulation
2021-03-14,5:00 PM,7:00 PM,Toronto Maple Leafs,3,Ottawa Senators,4,Regulation
2021-03-15,2:00 PM,4:00 PM,Nashville Predators,4,Tampa Bay Lightning,1,Regulation
2021-03-15,5:00 PM,7:00 PM,Washington Capitals,6,Buffalo Sabres,0,Regulation
2021-03-15,5:00 PM,7:00 PM,Philadelphia Flyers,5,New York Rangers,4,OT
2021-03-15,5:00 PM,7:00 PM,Chicago Blackhawks,3,Florida Panthers,6,Regulation
2021-03-15,5:00 PM,7:00 PM,Boston Bruins,1,Pittsburgh Penguins,4,Regulation
2021-03-15,5:00 PM,7:00 PM,Vancouver Canucks,3,Ottawa Senators,2,OT
2021-03-15,6:00 PM,8:00 PM,Montreal Canadiens,4,Winnipeg Jets,2,Regulation
