Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status
2021-03-15,7:00 PM,9:00 PM,Edmonton Oilers,3,Calgary Flames,4,Regulation
2021-03-15,8:00 PM,10:00 PM,San Jose Sharks,1,Vegas Golden Knights,2,Regulation
2021-03-16,5:00 PM,7:00 PM,Buffalo Sabres,2,New Jersey Devils,3,Regulation
2021-03-16,5:00 PM,7:00 PM,New York Islanders,1,Washington Capitals,3,Regulation
2021-03-16,5:00 PM,7:00 PM,Boston Bruins,2,Pittsburgh Penguins,1,Regulation
2021-03-16,5:30 PM,7:30 PM,Carolina Hurricanes,2,Detroit Red Wings,4,Regulation
2021-03-16,6:00 PM,8:00 PM,Arizona Coyotes,0,Minnesota Wild,3,Regulation
2021-03-16,6:30 PM,8:30 PM,Tampa Bay Lightning,4,Dallas Stars,3,SO
2021-03-16,7:00 PM,9:00 PM,Anaheim Ducks,4,Colorado Avalanche,8,Regulation
2021-03-17,5:00 PM,7:00 PM,Vancouver Canucks,3,Ottawa Senators,2,SO
2021-03-17,5:30 PM,7:30 PM,Philadelphia Flyers,0,New York Rangers,9,Regulation
2021-03-17,7:00 PM,9:00 PM,Montreal Canadiens,3,Winnipeg Jets,4,OT
2021-03-17,8:00 PM,10:00 PM,Edmonton Oilers,7,Calgary Flames,3,Regulation
2021-03-17,8:00 PM,10:00 PM,San Jose Sharks,4,Vegas Golden Knights,5,Regulation
2021-03-17,8:00 PM,10:00 PM,St. Louis Blues,1,Los Angeles Kings,4,Regulation
2021-03-18,5:00 PM,7:00 PM,Pittsburgh Penguins,2,New Jersey Devils,3,Regulation
2021-03-18,5:00 PM,7:00 PM,Boston Bruins,4,Buffalo Sabres,1,Regulation
2021-03-18,5:00 PM,7:00 PM,Philadelphia Flyers,4,New York Islanders,3,Regulation
2021-03-18,5:00 PM,7:00 PM,Columbus Blue Jackets,3,Carolina Hurricanes,2,OT
2021-03-18,5:00 PM,7:00 PM,Chicago Blackhawks,2,Tampa Bay Lightning,4,Regulation
2021-03-18,5:00 PM,7:00 PM,Nashville Predators,2,Florida Panthers,1,Regulation
2021-03-18,5:30 PM,7:30 PM,Dallas Stars,2,Detroit Red Wings,3,Regulation
2021-03-18,7:00 PM,9:00 PM,Winnipeg Jets,1,Edmonton Oilers,2,Regulation
2021-03-18,7:00 PM,9:00 PM,Minnesota Wild,1,Colorado Avalanche,5,Regulation
2021-03-18,8:00 PM,10:00 PM,Arizona Coyotes,2,Anaheim Ducks,3,OT
2021-03-19,5:00 PM,7:00 PM,New York Rangers,1,Washington Capitals,2,Regulation
2021-03-19,5:00 PM,7:00 PM,Vancouver Canucks,3,Montreal Canadiens,2,OT
2021-03-19,5:00 PM,7:00 PM,Calgary Flames,4,Toronto Maple Leafs,3,Regulation
2021-03-19,7:00 PM,9:00 PM,St. Louis Blues,2,San Jose Sharks,1,SO
2021-03-19,8:00 PM,10:00 PM,Vegas Golden Knights,4,Los Angeles Kings,2,Regulation
2021-03-20,11:00 AM,1:00 PM,Pittsburgh Penguins,3,New Jersey Devils,1,Regulation
2021-03-20,12:00 PM,2:00 PM,Nashville Predators,0,Florida Panthers,2,Regulation
2021-03-20,1:00 PM,3:00 PM,Minnesota Wild,0,Colorado Avalanche,6,Regulation
2021-03-20,2:00 PM,4:00 PM,Chicago Blackhawks,1,Tampa Bay Lightning,4,Regulation
2021-03-20,5:00 PM,7:00 PM,New York Rangers,3,Washington Capitals,1,Regulation
2021-03-20,5:00 PM,7:00 PM,Philadelphia Flyers,1,New York Islanders,6,Regulation
2021-03-20,5:00 PM,7:00 PM,Columbus Blue Jackets,3,Carolina Hurricanes,2,SO
2021-03-20,5:00 PM,7:00 PM,Dallas Stars,3,Detroit Red Wings,0,Regulation
2021-03-20,5:00 PM,7:00 PM,Vancouver Canucks,4,Montreal Canadiens,5,SO
2021-03-20,5:00 PM,7:00 PM,Calgary Flames,0,Toronto Maple Leafs,2,Regulation
2021-03-20,6:00 PM,8:00 PM,Arizona Coyotes,5,Anaheim Ducks,1,Regulation
2021-03-20,7:00 PM,9:00 PM,St. Louis Blues,5,San Jose Sharks,2,Regulation
2021-03-20,8:00 PM,10:00 PM,Winnipeg Jets,2,Edmonton Oilers,4,Regulation
2021-03-21,11:00 AM,1:00 PM,New Jersey Devils,2,Pittsburgh Penguins,1,OT
2021-03-21,2:00 PM,4:00 PM,Florida Panthers,3,Tampa Bay Lightning,5,Regulation
2021-03-21,4:00 PM,6:00 PM,Vegas Golden Knights,1,Los Angeles Kings,3,Regulation
2021-03-21,6:30 PM,8:30 PM,Nashville Predators,4,Dallas Stars,3,SO
2021-03-22,5:00 PM,7:00 PM,Buffalo Sabres,3,New York Rangers,5,Regulation
2021-03-22,5:00 PM,7:00 PM,Carolina Hurricanes,3,Columbus Blue Jackets,0,Regulation
2021-03-22,5:00 PM,7:00 PM,Calgary Flames,1,Ottawa Senators,2,Regulation
2021-03-22,5:00 PM,7:00 PM,New York Islanders,2,Philadelphia Flyers,1,OT
2021-03-22,5:30 PM,7:30 PM,Anaheim Ducks,1,Minnesota Wild,2,Regulation
2021-03-22,8:00 PM,10:00 PM,St. Louis Blues,1,Vegas Golden Knights,5,Regulation
2021-03-22,8:00 PM,10:00 PM,Winnipeg Jets,4,Vancouver Canucks,0,Regulation
2021-03-22,8:00 PM,10:00 PM,Colorado Avalanche,5,Arizona Coyotes,1,Regulation
2021-03-22,8:30 PM,10:30 PM,Los Angeles Kings,1,San Jose Sharks,2,Regulation
2021-03-23,5:00 PM,7:00 PM,New Jersey Devils,4,Philadelphia Flyers,3,Regulation
2021-03-23,6:00 PM,8:00 PM,Florida Panthers,2,Chicago Blackhawks,3,Regulation
2021-03-23,6:00 PM,8:00 PM,Detroit Red Wings,0,Nashville Predators,2,Regulation
2021-03-23,6:30 PM,8:30 PM,Tampa Bay Lightning,2,Dallas Stars,1,Regulation
2021-03-23,8:00 PM,10:00 PM,Colorado Avalanche,4,Arizona Coyotes,5,SO
2021-03-24,3:00 PM,5:00 PM,Calgary Flames,1,Ottawa Senators,3,Regulation
2021-03-24,3:30 PM,5:30 PM,Anaheim Ducks,2,Minnesota Wild,3,Regulation
2021-03-24,6:00 PM,8:00 PM,Buffalo Sabres,2,Pittsburgh Penguins,5,Regulation
2021-03-24,8:30 PM,10:30 PM,Winnipeg Jets,5,Vancouver Canucks,1,Regulation
2021-03-24,8:30 PM,10:30 PM,Los Angeles Kings,2,San Jose Sharks,4,Regulation
2021-03-25,5:00 PM,7:00 PM,New York Islanders,4,Boston Bruins,3,OT
2021-03-25,5:00 PM,7:00 PM,New York Rangers,8,Philadelphia Flyers,3,Regulation
2021-03-25,5:00 PM,7:00 PM,New Jersey Devils,3,Washington Capitals,4,Regulation
2021-03-25,5:00 PM,7:00 PM,Carolina Hurricanes,4,Columbus Blue Jackets,3,OT
2021-03-25,5:00 PM,7:00 PM,Toronto Maple Leafs,3,Ottawa Senators,2,OT
2021-03-25,5:00 PM,7:00 PM,Buffalo Sabres,0,Pittsburgh Penguins,4,Regulation
2021-03-25,6:00 PM,8:00 PM,St. Louis Blues,0,Minnesota Wild,2,Regulation
2021-03-25,6:00 PM,8:00 PM,Florida Panthers,0,Chicago Blackhawks,3,Regulation
2021-03-25,6:00 PM,8:00 PM,Detroit Red Wings,1,Nashville Predators,7,Regulation
2021-03-25,6:30 PM,8:30 PM,Tampa Bay Lightning,3,Dallas Stars,4,Regulation
2021-03-25,7:00 PM,9:00 PM,Vegas Golden Knights,1,Colorado Avalanche,5,Regulation
2021-03-26,5:00 PM,7:00 PM,New Jersey Devils,0,Washington Capitals,4,Regulation
2021-03-26,6:00 PM,8:00 PM,Anaheim Ducks,4,St. Louis Blues,1,Regulation
2021-03-26,8:00 PM,10:00 PM,Winnipeg Jets,3,Calgary Flames,2,Regulation
2021-03-26,8:00 PM,10:00 PM,San Jose Sharks,2,Arizona Coyotes,5,Regulation
2021-03-27,11:00 AM,1:00 PM,Buffalo Sabres,2,Boston Bruins,3,Regulation
2021-03-27,11:00 AM,1:00 PM,New York Rangers,1,Philadelphia Flyers,2,Regulation
2021-03-27,1:00 PM,3:00 PM,Columbus Blue Jackets,1,Detroit Red Wings,3,Regulation
2021-03-27,1:00 PM,3:00 PM,Vegas Golden Knights,3,Colorado Avalanche,2,OT
2021-03-27,5:00 PM,7:00 PM,Tampa Bay Lightning,3,Carolina Hurricanes,4,Regulation
2021-03-27,5:00 PM,7:00 PM,Edmonton Oilers,3,Toronto Maple Leafs,4,OT
2021-03-27,5:00 PM,7:00 PM,New York Islanders,3,Pittsburgh Penguins,6,Regulation
2021-03-27,6:00 PM,8:00 PM,Nashville Predators,3,Chicago Blackhawks,1,Regulation
2021-03-27,6:00 PM,8:00 PM,Florida Panthers,4,Dallas Stars,3,OT
2021-03-27,8:00 PM,10:00 PM,Winnipeg Jets,2,Calgary Flames,4,Regulation
2021-03-27,8:00 PM,10:00 PM,San Jose Sharks,0,Arizona Coyotes,4,Regulation
2021-03-28,10:00 AM,12:00 PM,New York Rangers,4,Washington Capitals,5,Regulation
2021-03-28,1:00 PM,3:00 PM,Columbus Blue Jackets,1,Detroit Red Wings,4,Regulation
2021-03-28,3:00 PM,5:00 PM,Anaheim Ducks,3,St. Louis Blues,2,OT
2021-03-28,3:30 PM,5:30 PM,New Jersey Devils,1,Boston Bruins,0,Regulation
2021-03-28,4:00 PM,6:00 PM,Florida Panthers,4,Dallas Stars,1,Regulation
2021-03-28,6:00 PM,8:00 PM,Nashville Predators,3,Chicago Blackhawks,2,Regulation
2021-03-29,5:00 PM,7:00 PM,Philadelphia Flyers,4,Buffalo Sabres,3,OT
2021-03-29,5:00 PM,7:00 PM,New York Islanders,1,Pittsburgh Penguins,2,Regulation
2021-03-29,5:00 PM,7:00 PM,Edmonton Oilers,3,Toronto Maple Leafs,2,OT
2021-03-29,7:00 PM,9:00 PM,Anaheim Ducks,2,Colorado Avalanche,5,Regulation
2021-03-29,8:00 PM,10:00 PM,Winnipeg Jets,5,Calgary Flames,1,Regulation
2021-03-29,8:00 PM,10:00 PM,Los Angeles Kings,1,Vegas Golden Knights,4,Regulation
2021-03-29,8:30 PM,10:30 PM,Minnesota Wild,3,San Jose Sharks,4,SO
2021-03-30,5:00 PM,7:00 PM,Edmonton Oilers,0,Montreal Canadiens,4,Regulation
2021-03-30,5:00 PM,7:00 PM,New Jersey Devils,4,Boston Bruins,5,SO
2021-03-30,5:00 PM,7:00 PM,Washington Capitals,2,New York Rangers,5,Regulation
2021-03-30,5:00 PM,7:00 PM,Columbus Blue Jackets,3,Tampa Bay Lightning,1,Regulation
2021-03-30,5:00 PM,7:00 PM,Detroit Red Wings,1,Florida Panthers,4,Regulation
2021-03-30,5:30 PM,7:30 PM,Carolina Hurricanes,1,Chicago Blackhawks,2,Regulation
2021-03-30,6:00 PM,8:00 PM,Dallas Stars,2,Nashville Predators,3,OT
2021-03-31,5:30 PM,7:30 PM,Philadelphia Flyers,1,Buffalo Sabres,6,Regulation
2021-03-31,5:30 PM,7:30 PM,Toronto Maple Leafs,3,Winnipeg Jets,1,Regulation
2021-03-31,7:30 PM,9:30 PM,Arizona Coyotes,3,Colorado Avalanche,9,Regulation
2021-03-31,8:00 PM,10:00 PM,Los Angeles Kings,4,Vegas Golden Knights,2,Regulation
2021-03-31,8:30 PM,10:30 PM,Minnesota Wild,2,San Jose Sharks,4,Regulation
2021-04-01,5:00 PM,7:00 PM,Pittsburgh Penguins,4,Boston Bruins,1,Regulation
2021-04-01,5:00 PM,7:00 PM,New York Rangers,3,Buffalo Sabres,2,OT
2021-04-01,5:00 PM,7:00 PM,Washington Capitals,4,New York Islanders,8,Regulation
2021-04-01,5:00 PM,7:00 PM,Columbus Blue Jackets,2,Tampa Bay Lightning,3,Regulation
2021-04-01,5:00 PM,7:00 PM,Detroit Red Wings,2,Florida Panthers,3,OT
2021-04-01,5:00 PM,7:00 PM,Montreal Canadiens,4,Ottawa Senators,1,Regulation
2021-04-01,6:00 PM,8:00 PM,Carolina Hurricanes,4,Chicago Blackhawks,3,Regulation
2021-04-01,6:00 PM,8:00 PM,Dallas Stars,4,Nashville Predators,1,Regulation
2021-04-01,8:30 PM,10:30 PM,Minnesota Wild,3,Vegas Golden Knights,2,SO
2021-04-02,5:00 PM,7:00 PM,Washington Capitals,2,New Jersey Devils,1,OT
2021-04-02,6:00 PM,8:00 PM,Toronto Maple Leafs,2,Winnipeg Jets,1,SO
2021-04-02,7:00 PM,9:00 PM,Calgary Flames,2,Edmonton Oilers,3,Regulation
2021-04-02,7:00 PM,9:00 PM,St. Louis Blues,2,Colorado Avalanche,3,Regulation
2021-04-02,8:00 PM,10:00 PM,Arizona Coyotes,4,Anaheim Ducks,2,Regulation
2021-04-02,8:00 PM,10:00 PM,San Jose Sharks,3,Los Angeles Kings,0,Regulation
2021-04-03,11:00 AM,1:00 PM,Pittsburgh Penguins,5,Boston Bruins,7,Regulation
2021-04-03,11:00 AM,1:00 PM,Detroit Red Wings,1,Tampa Bay Lightning,2,Regulation
2021-04-03,1:00 PM,3:00 PM,Chicago Blackhawks,0,Nashville Predators,3,Regulation
2021-04-03,5:00 PM,7:00 PM,New York Rangers,2,Buffalo Sabres,3,SO
2021-04-03,5:00 PM,7:00 PM,Philadelphia Flyers,2,New York Islanders,3,SO
2021-04-03,5:00 PM,7:00 PM,Dallas Stars,3,Carolina Hurricanes,2,Regulation
2021-04-03,5:00 PM,7:00 PM,Columbus Blue Jackets,2,Florida Panthers,5,Regulation
2021-04-03,5:00 PM,7:00 PM,Ottawa Senators,6,Montreal Canadiens,3,Regulation
2021-04-03,7:00 PM,9:00 PM,St. Louis Blues,1,Colorado Avalanche,2,Regulation
2021-04-03,7:00 PM,9:00 PM,Minnesota Wild,2,Vegas Golden Knights,1,Regulation
2021-04-03,8:00 PM,10:00 PM,San Jose Sharks,3,Los Angeles Kings,2,Regulation
2021-04-04,10:00 AM,12:00 PM,Detroit Red Wings,5,Tampa Bay Lightning,1,Regulation
2021-04-04,1:00 PM,3:00 PM,Washington Capitals,5,New Jersey Devils,4,Regulation
2021-04-04,3:00 PM,5:00 PM,Columbus Blue Jackets,0,Florida Panthers,3,Regulation
2021-04-04,5:00 PM,7:00 PM,Dallas Stars,0,Carolina Hurricanes,1,Regulation
2021-04-04,7:00 PM,9:00 PM,Toronto Maple Leafs,4,Calgary Flames,2,Regulation
2021-04-04,7:00 PM,9:00 PM,Arizona Coyotes,3,Anaheim Ducks,2,OT
2021-04-05,5:00 PM,7:00 PM,Philadelphia Flyers,3,Boston Bruins,2,OT
2021-04-05,5:00 PM,7:00 PM,Edmonton Oilers,2,Montreal Canadiens,3,OT
2021-04-05,5:00 PM,7:00 PM,Ottawa Senators,3,Winnipeg Jets,4,Regulation
2021-04-05,6:00 PM,8:00 PM,Vegas Golden Knights,6,St. Louis Blues,1,Regulation
2021-04-05,6:00 PM,8:00 PM,Colorado Avalanche,5,Minnesota Wild,4,Regulation
2021-04-05,7:30 PM,9:30 PM,Toronto Maple Leafs,5,Calgary Flames,3,Regulation
2021-04-05,8:00 PM,10:00 PM,Arizona Coyotes,5,Los Angeles Kings,2,Regulation
2021-04-06,5:00 PM,7:00 PM,Buffalo Sabres,5,New Jersey Devils,3,Regulation
2021-04-06,5:00 PM,7:00 PM,Washington Capitals,0,New York Islanders,1,Regulation
2021-04-06,5:00 PM,7:00 PM,Pittsburgh Penguins,4,New York Rangers,8,Regulation
2021-04-06,5:00 PM,7:00 PM,Boston Bruins,4,Philadelphia Flyers,2,Regulation
2021-04-06,5:00 PM,7:00 PM,Florida Panthers,2,Carolina Hurricanes,5,Regulation
2021-04-06,5:00 PM,7:00 PM,Tampa Bay Lightning,2,Columbus Blue Jackets,4,Regulation
2021-04-06,5:30 PM,7:30 PM,Nashville Predators,3,Detroit Red Wings,2,SO
2021-04-06,6:00 PM,8:00 PM,Dallas Stars,2,Chicago Blackhawks,4,Regulation
2021-04-06,8:30 PM,10:30 PM,Anaheim Ducks,5,San Jose Sharks,1,Regulation
2021-04-07,3:00 PM,5:00 PM,Edmonton Oilers,4,Ottawa Senators,2,Regulation
2021-04-07,5:30 PM,7:30 PM,Montreal Canadiens,2,Toronto Maple Leafs,3,Regulation
2021-04-07,7:00 PM,9:00 PM,Vegas Golden Knights,1,St. Louis Blues,3,Regulation
2021-04-07,7:00 PM,9:00 PM,Colorado Avalanche,3,Minnesota Wild,8,Regulation
2021-04-07,8:00 PM,10:00 PM,Arizona Coyotes,3,Los Angeles Kings,4,Regulation
2021-04-08,5:00 PM,7:00 PM,New Jersey Devils,6,Buffalo Sabres,3,Regulation
2021-04-08,5:00 PM,7:00 PM,Philadelphia Flyers,2,New York Islanders,3,SO
2021-04-08,5:00 PM,7:00 PM,Pittsburgh Penguins,5,New York Rangers,2,Regulation
2021-04-08,5:00 PM,7:00 PM,Boston Bruins,4,Washington Capitals,2,Regulation
2021-04-08,5:00 PM,7:00 PM,Florida Panthers,0,Carolina Hurricanes,3,Regulation
2021-04-08,5:00 PM,7:00 PM,Tampa Bay Lightning,6,Columbus Blue Jackets,4,Regulation
2021-04-08,5:00 PM,7:00 PM,Winnipeg Jets,4,Montreal Canadiens,2,Regulation
2021-04-08,5:00 PM,7:00 PM,Edmonton Oilers,3,Ottawa Senators,1,Regulation
2021-04-08,5:30 PM,7:30 PM,Nashville Predators,7,Detroit Red Wings,1,Regulation
2021-04-08,6:00 PM,8:00 PM,Dallas Stars,5,Chicago Blackhawks,1,Regulation
2021-04-09,5:00 PM,7:00 PM,Washington Capitals,4,Buffalo Sabres,3,Regulation
2021-04-09,5:00 PM,7:00 PM,Pittsburgh Penguins,6,New Jersey Devils,4,Regulation
2021-04-09,5:00 PM,7:00 PM,New York Rangers,4,New York Islanders,1,Regulation
2021-04-09,6:00 PM,8:00 PM,Minnesota Wild,1,St. Louis Blues,9,Regulation
2021-04-09,8:00 PM,10:00 PM,Arizona Coyotes,4,Vegas Golden Knights,7,Regulation
2021-04-09,8:00 PM,10:00 PM,Colorado Avalanche,2,Anaheim Ducks,0,Regulation
2021-04-09,8:30 PM,10:30 PM,Los Angeles Kings,2,San Jose Sharks,5,Regulation
2021-04-10,12:00 PM,2:00 PM,Boston Bruins,2,Philadelphia Flyers,3,Regulation
2021-04-10,12:00 PM,2:00 PM,Florida Panthers,1,Dallas Stars,4,Regulation
2021-04-10,5:00 PM,7:00 PM,Detroit Red Wings,5,Carolina Hurricanes,4,SO
2021-04-10,5:00 PM,7:00 PM,Chicago Blackhawks,4,Columbus Blue Jackets,3,Regulation
2021-04-10,5:00 PM,7:00 PM,Winnipeg Jets,5,Montreal Canadiens,0,Regulation
2021-04-10,5:00 PM,7:00 PM,Ottawa Senators,5,Toronto Maple Leafs,6,Regulation
2021-04-10,6:00 PM,8:00 PM,Tampa Bay Lightning,3,Nashville Predators,0,Regulation
2021-04-10,6:00 PM,8:00 PM,Minnesota Wild,2,St. Louis Blues,3,OT
2021-04-10,8:00 PM,10:00 PM,Edmonton Oilers,0,Calgary Flames,5,Regulation
2021-04-10,8:30 PM,10:30 PM,Los Angeles Kings,4,San Jose Sharks,2,Regulation
2021-04-11,12:00 PM,2:00 PM,Buffalo Sabres,,Philadelphia Flyers,,Scheduled
2021-04-11,2:00 PM,4:00 PM,Arizona Coyotes,,Vegas Golden Knights,,Scheduled
2021-04-11,4:00 PM,6:00 PM,Colorado Avalanche,,Anaheim Ducks,,Scheduled
2021-04-11,5:00 PM,7:00 PM,Pittsburgh Penguins,,New Jersey Devils,,Scheduled
2021-04-11,5:00 PM,7:00 PM,New York Rangers,,New York Islanders,,Scheduled
2021-04-11,5:00 PM,7:00 PM,Washington Capitals,,Boston Bruins,,Scheduled
2021-04-11,6:00 PM,8:00 PM,Dallas Stars,,Nashville Predators,,Scheduled
2021-04-12,5:00 PM,7:00 PM,Detroit Red Wings,,Carolina Hurricanes,,Scheduled
2021-04-12,5:00 PM,7:00 PM,Chicago Blackhawks,,Columbus Blue Jackets,,Scheduled
2021-04-12,5:00 PM,7:00 PM,Toronto Maple Leafs,,Montreal Canadiens,,Scheduled
2021-04-12,5:00 PM,7:00 PM,Winnipeg Jets,,Ottawa Senators,,Scheduled
2021-04-12,6:00 PM,8:00 PM,St. Louis Blues,,Minnesota Wild,,Scheduled
2021-04-12,7:00 PM,9:00 PM,Arizona Coyotes,,Colorado Avalanche,,Scheduled
2021-04-12,8:00 PM,10:00 PM,Vegas Golden Knights,,Los Angeles Kings,,Scheduled
2021-04-12,8:30 PM,10:30 PM,Anaheim Ducks,,San Jose Sharks,,Scheduled
2021-04-13,5:00 PM,7:00 PM,Buffalo Sabres,,Boston Bruins,,Scheduled
2021-04-13,5:00 PM,7:00 PM,Philadelphia Flyers,,Washington Capitals,,Scheduled
2021-04-13,5:00 PM,7:00 PM,New York Rangers,,New Jersey Devils,,Scheduled
2021-04-13,5:30 PM,7:30 PM,Calgary Flames,,Toronto Maple Leafs,,Scheduled
